full_text,capres
Saya percaya Anies akan memprioritaskan kesejahteraan rakyat di setiap kebijakannya @eko319  https://t.co/aJNxwMZuK1,anies
@Hotklamp @Wicaksono_J @narkosun Lawan anies? Elaaaah bray lu ngebela dia nih ceritanya. Gw aja yg “pernah” deket beliau aja ogah deket lagi. https://t.co/kTyapBvjjR,anies
Masa depan akan lebih cerah jika punya pemimpin seperti pak Anies Baswedan #AniesSigap https://t.co/4oVILIYfM7,anies
@BANGSAygSUJUD @99propaganda @alextham878 @are_inismyname @B_Hendratmo1 @bengkeldodo @Lembayung071 @Minietweets_ @mpoklela7 @Chaves1305 @Kimberley_2024 Sdh 5 th kurang dikit jadi pejabat....tp baru AKAN.....pak Anies sdh tuh.. https://t.co/2TpsOvVKLA,anies
"@MinmonPS7 Mon, dengerin orasinya Pak Anies dulu dah. semarah2nya dia cuma pas bahas Palestina di Monas. tapi soal politik di wakanda, santun banget sindirannya tapi daleem.  pemimpin yang tidak memakai ilmu dalam setiap keputusan, itu salah satunya. gagasannya beda jauh sama Jokowi.",anies
"@ukhtielya @adearmando61 Tapi apakah pa anies alam kalah ? Ya blum tentu krena ditentukan ketika di TPS, dan mreka memilih berdassr bnyk variabel",anies
@CNNIndonesia Dukung banget ide pak anies cak imin,anies
@ardibhironx Jaklinglo Anies ini brengsek menurut : 1. Sopir tembak 2. Timer 3. Kenek 4. Preman terminal 5. Dll Jaklingko Anies sangat bagus untuk : 1. Rakyat DKI Jakarta 2. Pengusaha angkutan 3. Sopir tetap 4. Dealer mobil 5. Dll 😁😁😁,anies
"@MinmonPS7 Klo banyak partai ya emg gini, kadang bersama kadang berseberangan. Yg bersama sekarang bs jd berseberangan kemudian begitu jg sebaliknya.  Penentu terkuat melanjutkan atw perubahan ada d sosok Presiden. Anies yg sy lihat karakternya kuat, tp y hrus dicoba dl tuk tau kebenarannya",anies
"@gibran_tweet so trueee, perjuangan ini tak kalah berat memang🤩 so we need Anies Cak Imin",anies
Keberanian Pak Anies dalam mengambil keputusan penting untuk Jakarta patut diacungi jempol. Kami percaya dia bisa lakukan hal yang sama untuk seluruh negara! 🙌🏛️ #AniesSigap,anies
"Fans Anies sibuk banget nyerang fans Prabowo, mbo ya sudahilah, kalian turun aja deh ke desa2 kek atau pasang baliho dimana2 gue ngojol neh, udah di Deket sta Sasaksaat gosend, ada posko Ganjar-Mahfud, dan ada sukarelawan Prabowo-Gibran, lha AMIN mana?",anies
"@ukhtielya @adearmando61 Saya relawan anies sejak DKi, survei anies no.3 itu benar sekali termasuk surveinya kedai kopi hendri satrio jubirnya pa anies, krena pa anies hanya kuat di jakatta dan banten  prabowo kuat di jabar, ganjar di jateng dan jatim,  Krena pengambilan sampling berdasar jumlah pemilh",anies
"Sy ini pendukung Anies, di kotak suara nanti sy akan coblos Anies  Tp sy tdk akan membela Anies dr dosanya di masa lalu, dan bagi sy, Anies layak 'diboikot' oleh pendukung Ahok maupun masyarakat Indonesia akibat dosanya membiarkan politik identitas agama di Pilkada Jkt 2017 silam",anies
Anies Baswedan telah membuktikan dirinya sebagai pemimpin yang peka terhadap kebutuhan rakyat. Dia adalah kandidat yang layak untuk memimpin Indonesia. 🌟🇲🇨 #AniesSigap,anies
@a_zadim67545 @Hasbil_Lbs Dah bagus anies kriteria nya..tpi sebatas capres aja...2024 prabowo presiden nya..,anies
Anies Baswedan adalah pemimpin yang memiliki visi inklusif untuk semua lapisan masyarakat @eko_febriansahh  https://t.co/oDFBn8yiy4,anies
"@DiSuatuSore @PartaiSocmed @WinnerWave_ 1. @PartaiSocmed ga bilang ganjar yg salah. 2. Seperti anies, soal politik identitas. Semua buzzer rezim (skarang buzzer ganjar dan Prabowo) dikerahkan utk framing ini. Padahal rekam jejaknya anies plural, ga pernah menyeru utk melakukan itu dan dengan tegas dia melarang itu.",anies
"@ruhutsitompul Tumben pak Anies bisa di nomor 2, kenapa gak trus aja di nomor 3 kan, ntar pada stres lho kalian para kan surve",anies
"Berdasar survey Poltracking,  Yg ngamuk2 politik dinasti"" &amp  putusan MK kontraversial akan lbih banyak yg pindahkan pilihan ke PS-GR, ANDAI yg lolos putaran II  PS-GR vs Anies-Muhaimin  Bener gitu emangnya??  https://t.co/7wgQEsXOqw""",anies
"@Paltiwest Yang mau tarung Ganjar ,Prabowo sama Anies ini yang diserang Usman ,Jokowi sama Gibran akhirnya Ganjar Ambrol...🤣🤣🤣 https://t.co/YUvSybfaqS",anies
Saya yakin Pak Anies akan membawa Indonesia menjadi negara yang lebih maju @Ekaaajaa44  https://t.co/mAXYbIY4n7,anies
@gibran_tweet mantappkan perjuangan ini bersama pak Anies,anies
"Kita perlu menempatkan posisi diri kita sbg pendukung Ahok yg terzalimi akibat pembiaran Anies kpd perilaku pendukungnya  Tanpa pengakuan bersalah dr Anies sendiri, mk luka hati itu belum sembuh sepenuhnya dr hati pendukung Ahok",anies
Kepedulian Pak Anies terhadap warga ibu kota adalah luar biasa. Itu adalah sifat yang kita butuhkan di pemimpin nasional. 🌆🤝 #AniesSigap,anies
@Erland80 @VIVAcoid Itu ada pada pak Anies..,anies
@kompascom Anies. Dan temannya. https://t.co/jDlvZ3odJ4,anies
@ADarmantyo @ArjayaDirja @msaid_didu Apa hubungannya sama anies,anies
"@Imade_kun Org udah tau lama, lu aja yg kudet",anies
"@CNNIndonesia Program yang hebat, ide bagus yang kartu itu Pak anies",anies
"Pak Anies adalah tokoh yang menginspirasi banyak orang, termasuk saya. Dia adalah pemimpin masa depan yang kita butuhkan. 🌠🙏 #AniesSigap",anies
Anies adalah pemimpin yang berpikir jauh ke depan dan memiliki strategi yang matang @ejakulasii  https://t.co/fLFMxaS4L2,anies
@ommi_siregar Udah mulai curang nieh. Takut kalah sm Anies,anies
Paket lengkap nih kalo pak Anies Baswedan tuh #AniesSigap https://t.co/21JoLJdy7e,anies
"@aniesbaswedan becanda Pak Anies, selalu beda. Pinter kebangetan",anies
@KompasTV Otak ini tercipta untuk memahami logika.jika ada capres rasa akadrmis.santun.cerdas.religius dan terbukti karier nya di dki.dia adalah anies baswedan.kenapa ragu harus memilih..ini bukan persoalan rasa..tapi bagi kemajuan negri ini.sadarlah wahai yg masih  tertidur otak nya.,anies
"@liputan6dotcom Ingat Dp 0% untuk warga jakarta😂😂👎👎👎yg berakhir dgn kebohongan ,dibodohi,apa mau se  Indonesia di tipu&amp  dubodohi org mcm anies yg prnh gagal 2 kali😂 Gagal jd menteri ,gagal jd gubernur ,bahkan dpt julukan gubernur terbodoh🤔😂😂👎👎👎",anies
@gibran_tweet anies cak imin juga sama sama berjuang untuk negeri. semangat✨️,anies
"@saintjads @datuakrajoangek Iy lbh seram Anies masuk putaran 2 siapapun lawannya. Makanya aneh tim Ganjar saking kalapnya nyerang Jokowi, yg naik justru Anies.",anies
Pak Anies Baswedan adalah calon presiden yang mampu bersaing di tingkat internasional @ejaaicy  https://t.co/5W3eJlqCyA,anies
"@DoankWarto Otak lu kurang berapa gram ya itu namanya Empati kemanusian, ikut prihatin,memikirkan saudaranya di habisin kebiadapan sioniz. Kalo Anies dah jadi pemimpin baru lu komen tentang masalh gizi buruk karna anies bukan siapa2 yg punya tanggung jawab rezim sekarang",anies
@adearmando61 Kesabaran pak anies emang luar biasa,anies
Pak Anies selalu sigap dalam menghadapi berbagai permasalahan Indonesia. Kepemimpinan yang matang adalah syarat utama untuk menjadi Presiden! 🇮🇩 #AniesSigap,anies
@gibran_tweet Tim pak Anies dan Cak Imin,anies
"AKSELERASI MENUJU EKONOMI INDONESIA YANG HIJAU, INKLUSIF DAN UNGGUL...  INI JAWABAN CERDAS ANIES SAAT DITANYA APAKAH KARTU PEKERJA AKAN DILANJUTKAN ATAU TIDAK....‼️  #2024BenamkanGibran #2024BenamkanGibran 🆘🆗 https://t.co/i1HtZwxD5s",anies
"Dukungan saya untuk Anies dan Muhaimin tidak hanya berdasarkan hubungan keluarga, tapi juga kualitas kepemimpinan mereka @EitssK  https://t.co/nUXyIuZvKG",anies
Kami mendukung Pak Anies untuk menjadi Presiden Indonesia 2024! Dia adalah pemimpin yang sigap dan berkomitmen pada perubahan positif. 🇲🇨❤️ #AniesSigap,anies
"@DoankWarto Dalam keppres RTH nya 53%, sama anies dibikin 64%, bahkan diapresisasi sama yg punya monas..  lo klo benci ya benci aj, ga usah diborong juga bego nya.. benci + bego = buzzer @ganjarpranowo https://t.co/zgYVBNFJ1X",anies
"@Mdy_Asmara1701 Anies adem, penyabar, ramah , murah senyum, &amp  tdk pendendam aplg ngebales ghibah, walau di bully sejak gubernur DKI",anies
"Pak Anies Baswedan merupakan sosok yang selalu cepat dan tanggap, tepat untuk jadi pemimpin negeri ini #AniesSigap https://t.co/jGEoIQ6cfu",anies
@CNNIndonesia Terima kasih pak @prabowo tp untuk presiden 2024 sy pilih Anies Muhaimin 🙏🙏,anies
@BennyHarmanID Kok nggak segarang dulu...? Waktu gabung sama Anies...,anies
Selamat pagiii... Pagi yang indah untuk menyambut sosok yang sigap seperti pak Anies Baswedan #AniesSigap,anies
Pemimpin yang memiliki visi jernih untuk anak muda Dukung Pak Anies Baswedan @___risyafa  https://t.co/JAOOOrP1Bu,anies
@NenkMonica Anies didukung semesta bukan putusan MK....,anies
"@tubagussalim dari 3 pasangan calon, pasangan Anies-Muhaimin adalah pasangan yg dinanti",anies
Jakarta aman di bawah kepemimpinan Anies Sigap yang responsif terhadap keadaan darurat. #AniesSigap,anies
"@adearmando61 fitnah lebih kejam dari p*mb*n*han, kurang kerjaan bgt fitnah2 orang.. aku sih mending fokus ke pak Anies, adem ayem banget capres yg satu ini😇",anies
Anak muda yakin bahwa Pak Anies Baswedan dan Pak Muhaimin Iskandar adalah tim yang akan membawa perubahan positif @___novrianrz  https://t.co/D4SLaoXK7U,anies
"@kumparan OOw.. bakal bikin panik. original ide Anies Baswedan. Karena padat karya, menjamin ketersediaan untuk rakyat ke bawah, agar tidak sekedar jadi tanah adat kaya Rempang.",anies
Fatwa MUI:  Haram dukung Israel dan pendukungnya.  Capres Prabowo dan buzzerrp nya Si Abu Janda pro Israel.  Anies Pro Palestina. Kita dukung Anies saja.  https://t.co/06EOXGL89f  #2024BenamkanGibran   #2024BenamkanGibran https://t.co/y5Ii14RVJ4,anies
"Banjir atau bencana, Anies Sigap memberikan bantuan kepada warga terdampak. #AniesSigap",anies
ANIES BSAWEDAN PENIPU ULUNG. MASAK KITA WARGA INDONESIA YG WARAS MAU DIPIMPIN TUKANG TIPU...???!!??? YG BENAR SAJA SON...!!!🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,anies
"@DoankWarto Coba bapak buat perbandingan dgn data, pengawasan jaman pak Anies spt apa, dan yg sekarang perbaikannya seperti apa. Kalau tidak ada, berarti itu hanya sebatas asumsi bapak saja",anies
Efisiensi Anies Sigap dalam mengatasi situasi kritis patut diacungi jempol. #AniesSigap,anies
"@adearmando61 Sabar, pak Anies dan Cak Imin emang pilihan yang cocok buat kita semua",anies
@bamantara00 Klo anies menang ikn bakal mangkrak.,anies
@musaKSQ Ada yg menilai ini drakor utk memecah suara anies...i don't know... I still dont have any clue bout this,anies
@adearmando61 untuk perubahan Indonesia ke arah yg lebih baik lagi aku percayanya dan selalu dukung pak Anies dan cak imin,anies
Anies Sigap dalam merespons peristiwa darurat menjadi kekuatan utama dalam kepemimpinannya #AniesSigap,anies
"Pak Anies Baswedan adalah calon presiden yang tidak hanya berwacana, tapi juga memiliki aksi nyata @___notblue  https://t.co/JMdAf94HkV",anies
"Anies Sigap memimpin Jakarta dengan sigap, siap menghadapi berbagai tantangan. #AniesSigap",anies
@PartaiSocmed Anies pasti bisa menang telak di dapil Uni Eropa dan WTO 😁 https://t.co/Jw3ce7FpCB,anies
@gibran_tweet Pak anies untuk hasil kerja nyata,anies
BMTH Ji Da Bin isyana anak BEM  Gaza coldplay tolol Witan palestine boycott presiden jokowi gibran prabowo Anies Baswedan ganjar PDIP pilpres2024 viral capres cawapres Persija Persib persebaya pss mahkamah keluarga #IsraelisaGenocidaState #PersijaDay #TimnasDay #PialaDuniaU17,anies
Kepemimpinan yang cerdas dan berpengetahuan adalah kunci untuk masa depan yang lebih baik Dukung Pak Anies @___myriad  https://t.co/X0eCKlBD2r,anies
@adearmando61 Salud sama pak Anies walaupun di fitnah sana sini tapi beliau tidak banyak protes,anies
@gibran_tweet Dukung pak Anies aku mah,anies
@Jokosuyoto6 @Mdy_Asmara1701 @ekowboy2 Si @ekowboy2 Buzzer elite nya Anies mingkem bacotnya....😂😂😂👎👎👎,anies
"@adearmando61 Pak Anies selalu ada buat rakyat, walau digosipun terus malah tambah semangat",anies
@MinmonPS7 Yg 100%anti jokowi mmg bebal.. Anies sj mau..,anies
"@choymarkochoy @Yurissa_Samosir @MuhiqR @CakKhum @GibraltarNc @Obay_Kusut1981 Gw sih yg jd presiden @aniesbaswedan atau @prabowo gak masalah yg penting bukan dari PDIP/Ganjar  klo Anies ya alhamdulillah  klo Prabowo paling pertama kali di singkirkan sibocil setelah bentuk kabinet dll,ya alhamdulillah juga  bocil masuk Golkar di ganti Airlangga.dendam.🤭",anies
"Dari rekam jejak yg saya catat Anies unggul visi tapi lemah implementasi, sedangkan duet Ganjar-MMD baik dalam implementasi krn kuduanya berpengalaman dieksekutif dan legislatif, yg satu lagi visinya pembodohan sistemik dgn janji2 populis  meninabobokan rakyat ngakunya strategic",anies
"@TeddGus Ya silahkan anda beropini apapun. Ini bukan lagi soal ptabowo ganjar atau anies. Ini soal yg benar harus dikatakan benar dan yg salah harus dikatakan salah. Politik ya politik silahkan membangun opini sedemikian rupa, tapi saya sbgai rakyat hati nurani kebenaran harus disuarakan",anies
"@accionkamen Yahudi, bkn Bani Israel",anies
@adeliyaptr @CNNIndonesia siapp kak saya all in anies cak imin 💯,anies
Indonesia butuh pemimpin yang mampu memimpin dengan bijak Anies Baswedan adalah pemimpin yang tepat @___mrsljn  https://t.co/WFjzTqhLHu,anies
Ini negara yg dalam ajaran Talmud mereka anggap manusia selain mereka adalah Ghoyim (lebih rendah drpd binatang)   Koq kalian masih bela yg anggap kalian lebih rendah drpd binatang? Kalian bodoh atau gmn?,anies
"Ganjar, Anies, dan Prabowo.  Ditanya tentang politik global: Anies pasti akan menjawab secara tuntas. Prabowo pasti akan menjawab dengan strategi global. Ganjar pasti akan menjawab dengan strategi TikTok."" (RG)  @Smulyani7767 @HmfaqihA  #2024BenamkanGibran  #2024BenamkanGibran https://t.co/Th3zUTIdkl""",anies
@adearmando61 Ngerasa Anies sabar banget,anies
"Sbg yg dikenal suka naik transum, @aniesbaswedan pak anies bisa gak pak jalankan ini kalo jadi nanti",anies
"@Kremata_Channel Dilanjutkan tapi dengan cara kerja yg profesional,tdk seperti jaman Anies. Ada pengawasan thd target, progresnya terus dimonitor.",anies
Calon presiden dan calon wakil presiden yang berpengalaman adalah pilihan yang bijak Dukung Pak Anies dan Pak Muhaimin @___m_0_o_n___  https://t.co/iBi14Ny5rx,anies
@DRoesyadi Anies juga sungkan ke Prabowo.,anies
@Srikandi_sunda Yang pasti pak anies tdk mgkn mau punya wakil dri hasil pelanggaran etika..,anies
"Pak Anies, kami yakin Anda dan Pak Muhaimin Iskandar akan membawa perubahan positif untuk Indonesia @___itsmeOreo  https://t.co/AUhfuA3vja",anies
Watak Yahudi itu mmg ahli fitnah,anies
"@AlbarraCahyana @WinnerWave_ Pengadaan alkes DKI di zaman Anies juga bermasalah, santai saja bos satu persatu akan dibongkar kalau jadi oposisi setelah pilpres.",anies
@choymarkochoy @bento15068118 @Yurissa_Samosir @MuhiqR @CakKhum @GibraltarNc @Obay_Kusut1981 Anies solusi nya🤣 blom  pernah ngibulllin rakyatt...,anies
"Pemimpin yang tidak hanya berprestasi, tapi juga memiliki pengetahuan yang luas Anies Baswedan adalah jawabannya @___horanghaee  https://t.co/qAcbCEdfwI",anies
"AMIN bersaing di Survey Prancis dan Australia, Jubir Anies  Hasil Lebih Kredibel.  #AniesMuhaimin2024 #AMINAjaDulu  https://t.co/LebP84r3pP",anies
"Venue pertandingan Piala Dunia U-17 diminta FIFA steril dari kendaraan roda 2 dan 4.  Menteri yang tempo hari ingin acak2 JIS gara2 urusan parkir siapa ngacung?  JIS karya Anies berstandar internasional ini, dikerjakan oleh 100% insinyur Indonesia  #2024BenamkanGibran https://t.co/1kAYkfzl7m",anies
"@incursioevan @savicali Kalo pelanggar HAM, dia dah dihukum dari dulu . Dah 6 presiden berganti ga pernah menghukumnya. Cawapres hasil pelanggaran apa? Semua proses konstitusional dah dilalui, tapi dituduh melanggar macam2.  Anies hanya brbakat bermain kata,program unggulan pun hanya menambah kosakata🤣",anies
"@AnonimousNama @ardibhironx Ahok cuma mimpi, tapi Anies yang mewujudkan.",anies
Bohoooong... HOAX Ksmi mantan pendukung PrabowoTetap exist dan Komite mendukung Anies /Amin,anies
@adearmando61 kita dukung calon pasangan yang adem ayem saja yaitu Pak Anies dan Cak Imin,anies
@tukangtwittter @liputan6dotcom Masuk akal karna kau penyepong anies,anies
"Dalam demo tersebut, bahkan Bapak Anies Baswedan turut berorasi diikuti teriakan massa free free free Palestine!"". Sementara itu lalat ijo minggir dipojokan teriak teriak, maklum isi kepalanya sampah semua. Dah lah..""",anies
"Pak Anies Baswedan, calon presiden yang berkomitmen untuk kemajuan bangsa Dukung visinya @___adadeh21  https://t.co/oMSQeiooJ1",anies
"Dukung Anies - Cak Imin, Fachrul Razi : Disana Jenderal Kehormatan, Kalau Saya Jenderal Benaran.  #AniesMuhaimin2024 #AMINAjaDulu  https://t.co/wVTY2CY4SQ",anies
Komuknya emg pemain sih 🤭,anies
@ajengcute16__ Saya tetap pilih Pak Anies.,anies
"@siregar_elang Belum pada tau, makin nyerang jokowi, yg naik malah suara anies. Wkwkw  jd kampanye gratis buat pasangan amin",anies
Rakyatnya bernama   Jokowi dan Anwar Usman 🤣,anies
@adearmando61 saya tetap mendukung pak Anies dan Cak Imin yang terus berjuang walaupun di fitnah sana sini,anies
@blontankpoer Sinetwit @kurawa belum dibuka. Penasaran. Stelah dibuka mgkin saya tentukan pilih yg mana. Tp yg jelas bkn anies lah ya.,anies
@narkosun Gara2 postingan ini sy jd tau gagasan pak anies sangat bagus,anies
@Waras4ever @_siwww @kumparan Itu cuma teori. Jgn pakai data 2019. Harga rumah tiap tahun naik. Org miskin gak mungkin bs ikut program ini. Buktinya rumah yg sdh laku cuma brp? Jauh dr target anies,anies
Anak muda butuh inspirasi dan pemimpin yang peduli Pak Anies adalah sosok yang bisa memberikan itu @____rubbie  https://t.co/fQS6WXnUIh,anies
Kejahatan pda Pak Anies sdh dinkordinasikan oleh BiG Bos nya ( org nya paling yg biasa pake cara2 gitu tinggal lempar gepokan duit nyuruh org lain,anies
"@incursioevan @savicali Aduuuh, pembela Anies ngaku obyektif.. ga liat ancaman2 kpd pihak2 yg pilih Paslon lain 2017?",anies
@adearmando61 Poling twitter anies baswedan selalu ungul. Itu fakta 😄,anies
@CakKhum @cobeh2022 anies baru keren ... g banyak drama,anies
"@AgusSaptono @widiguruh @aewin86 Duit pun g bisa beli rakyat oon. Lu liat 2014, jkw g berkuasa, duit g banyak semua oligarki dukung prabowo saat itu. Dan nyatanya jkw menang. Ganjar skrg jgn harap kek jkw 2014, beda jauh bos. Apalagi anies.",anies
@MinmonPS7 Saya positiftingking dg siapa pun tapi saya lbh percaya dg Anies cak Imin isha Allah menarik pemilih jateng dan jatim perubahan cm ada di Anies,anies
Kan gua blg Wahabi itu duri dlm daging,anies
Hanya di Jaman Pak Jokowi Indonesia bisa menjadi tuan rumah Piala Dunia FIFA....👍🤫  Terima kasih Pak Anies atas dibangun nya JIS yang mendapat pujian dari manca negara.  ~ Dukung Garuda Muda https://t.co/SLofaK0nj1,anies
"@adearmando61 Pak Anies seringkali difitnah tapi beliau tetap sabar, pemimpin seperti AMIN lah yang kita mau",anies
"@tvOneNews hoakss klu satu putaran bagi capres Prabowo, yang betul itu satu putaran untuk anies-amin",anies
"cocokologi : 2019 Ganjar 58,78% Vs Sudirman Said 41,22%. hitungan kasar prabowo akan mengambil suara ganjar 50% dan mengambil suara sudirman said 10%. jadi jika di total ganjar 25%, prabowo 35% sedangkan anies 31%. Nmn jika ganjar mati2an, anies bisa jd pemenang.",anies
@adearmando61 Semakin yakin mendukung Anies cak imin yang ga banyak protes tapi semangat juangnya tinggi,anies
"@gibran_tweet yang menguasai terori pembangunan bangsa hanya Pak Anies, serahkan pada beliau pasti Indonesia bisa lebih maju",anies
@PDemokrat Kalau independen kenapa maksa tak dipilih jadi wapresnya Anies? 🤣🤣,anies
"Anies Baswesan, Cak Imin, Ganjar Pranowo itu sehari bisa sampai 8 tempat yang berbeda dikunjungi tapi entah klo Mahfud MD soalnya usianya dah 66 tahun juga.  Dan itu sesuatu yang tidak mungkin dilakukan oleh Prabowo dengan usia segitu, itulah mengapa Prabowo memilih JALAN PINTAS…",anies
@KangManto123 Nah benarkan. Anies ahli ganti nama. Tapi pendukungnya ngotot bilang Anies cerdas padahal JIS saja jadi masalah. Dan masih banyak yang jadi masalah tapi pendukungnya pura2 tidak tau. Mungkin mereka berharap Anies bisa mempermudah lolos dari hukum dan memudahkan korupsi.,anies
@tvOneNews Capresnya lansia pernah stroke. Kok ngakunya anak muda. Yang paling muda itu Anies Baswedan.,anies
Ikatan Pedagang Pasar se-Indonesia Deklarasi Dukung Anies-Muhaimin  https://t.co/jbOFf6iu3e,anies
@CutSarina5 Tipe org ngawur yg klo diingetin gak terima kak 😁,anies
@gibran_tweet saya yakinnya sama Pak Anies untuk masa depan negara tercinta ini,anies
@abiye_ajid @PartaiSocmed Skrg aja gw ke Anies 😂,anies
@ch_chotimah2 @ganjarpranowo @mohmahfudmd Kenapa gak dibandingkan dg Pak Anies chot ..karna yo mesti kalah....😁😁 https://t.co/IvuxgbwSyk,anies
@gibran_tweet menata masa depan bangsa ini saya percayakan kepada pak Anies saja,anies
"@jacksonhinklle Dimana ada pendudukan, di sana akan ada perlawanan. (Anies Rasyid Baswedan)  sejarah Palestina berulang sejak dulu. Padahal hanya daerah yang luasnya tak seberapa.",anies
@syafniir @MIrvanDarwin1 @bani_simabua @MukarromahNur78 @Bagindo_Radjo @melanofita93705 @fz_riady @WongAlasRoban @Kimberley_2024 @Chaves1305 @cocolatetwo Apo pulo kepandaian Anak pungut partai lai bah.  Klo memang berjuaang tuak partai/Ayah makan mirvan ko. Kalua isi kapalonyo memperjuangkan. Jdi seolah kader Pepo ko banyak ado domba pendukung anies sama pendukung Ayah. Kayak musuh dalam selimut. 🤣😂😂,anies
"@The_Secret26 @liputan6dotcom KALIAN PERNAH KETIPU AGEN ASURANSI GA? AGEN ASURANSI TUH MULUT NYA MANIS KAYAK ANIES ATAU ENGGAK? JANJI NYA MANIS ATAU ENGGAK?   SUDAH PERNAH KETIPU TAPI KALAU MILIH LAGI, YG SALAH ORANG YANG KALIAN PILIH ATAU KALIAN SENDIRI YANG IDIOT GA ADA OBAT NYA? https://t.co/3PGjrLwJA0",anies
"@MelodiAsyik Infonya Anies sudah sampaikan kpd pendukung utk tidak buat kampanye hitam dan intimidasi warga, dan bukti itu ada,pada akhirnya Anies dalam kepemimpinannya sangat toleran di DKI Jakarta dan diakui oleh semua pemuka  agama di DKI.",anies
@adearmando61 hanya pak Anies dan Cak Imin yang mampu memperjuangkan masa depan bangsa ini,anies
@adearmando61 Klo mau jujur sejujur2nya ya unggul telak itu pak anies tp mereka d no 3 kan terus fakta d survry abal2 dgn d lapangam jauh berbeda 😃😃 Tim survey hanya penipu senagaja menggiring opini memutafbalikan fakta..,anies
@adearmando61 saya berikan dukungan untuk Pak Anies sajalah yang tentram tanpa ada drama,anies
"@MinmonPS7 Baik anies maupun PS pinter jg cari suntikan suara..   Imin besar kecil pasti ngaruh d suara NU dan jelas tujuannya menarik suara umat islam yg mayoritas  Gibran emg ky nya sngaja d kejar utk mngunci jokowi spy ga main 2 kaki, tujuannya tarik massa jokowi",anies
"MENGHARUKAN... ANIES BERANI DIBENCI DEMI BANTU RAKYAT MISKIN....  ANIES PEMIMPIN SEJATI, BERANI DIBENCI DEMI BANTU RAKYAT KECIL....‼️  #2024BenamkanGibran #2024BenamkanGibran 🆘🆗 https://t.co/p7lrHeu1xS",anies
@_rakyatmerdeka Anies - Muhaimin yg terbaik,anies
@adearmando61 tetap mendukung pak Anies dan Cak Imin yang adem ayem,anies
"@gibran_tweet Selamat hari pahlawan semua, semangat anies - cak imin",anies
Saya juga bingung kenapa Jubir Anies yang katanya pinter kok jadi goblog tidak tau apa itu statistik di Matematika.,anies
"@gibran_tweet selamat berjuang deh, saya yakinnya cuma sama Pak Anies dan Cak Imin saja",anies
@PDemokrat Bukannya karena ketum gak laku ke Anies?,anies
"@Yuyundul @gyh313gyh Sama saya juga bingung prabowo, ganjar atau anies😄",anies
@iman100017 Maaf... presiden melehoy nya jauh dari harapan saudara2 di Palestina... ijazah aja nggk punya.. sedang sibuk dg kasus yg akan menjerat nya... doakan 2024 Pak Anies yg menjadi Presiden RI.. insyaaAllah akan menjadi macan bagi orang2 kafir,anies
@tvOneNews hoaks.....s menurut data media sosial capres Anies lebih tinggi surveinya daripada capres Prabowo dan ganjar,anies
"@Zyan1378 @ekowboy2 Hello, gak mempan fitnah kelebihan bayar ini itulah.. buktinya pak anies ttp melaju di pilpres 2024. Mendingan lu kasih asupan gizi biar gak stunting anak lu biar dimasa depan gak bodoh kayak lu kemakan fitnah tak terbukti daripada mainan sosmed ngoceh kayak tong kosong.",anies
"@DoankWarto Klo tdk pernah dpt bantuan tanya juga sma Jokowi, Ahok, Djarot sma yg sekarang jngn cuma anies 🤣🤣🤣",anies
@SoeTjenMarching Anies jauh lebih baik,anies
"@MinmonPS7 PS terlalu tua udah gitu bawa bocah,GP yg ngusung parte kiri, Anies ajalah aku mon",anies
@adearmando61 Ayo kita dukung terus pasangan Anies dan Cak imin,anies
"@BosPurwa Lebih muda yang gesit energik, smart, berwibawa , usia dan prestasi mumpuni kreteria itu ada di Anies Baswedan . Ini pemimpin untuk mengurus Negara tidak bisa di remehkan.. salah pilih Negara bisa ambyar .",anies
"@SahabatCel @detikcom Giliran anies yg diatas lu percaya cuakksss, rijik jd berangkat ke gaza bang???",anies
"@dhikaarz @PartaiSocmed Saya juga kadang emosi liat pendukung Anies, tapi pendukung capres lain juga banyak yg bikin emosi. Mari kita dukung Anies dan jadi bagian yg TDK menjengkelkan😁",anies
Betul gak #prabowo #anies #ganjar #gibran #AniesMuhaimin2024 #PrabowoGibran2024 #GanjarMahfud2024  #pilpres2024 https://t.co/K96ALiFc3V,anies
"@adearmando61 logikanya ajasih pasang baliho sebanyak itu uang darimana coba, Pak Anies aja udah sabar walaupun di fitnah sana sini",anies
@ekowboy2 Ter the best pokonya pasangan Anies dan Cak imin ini,anies
@jayacand @yusuf_dumdum Anies cuma bumbu pelengkap aja.,anies
"@hansssolo Rumah DP 0 Rupiah itu bukan program baru,sdh sejak lama sebelum ide Anies. Pengembang bekerja sama BTN melakukannya",anies
@Mdy_Asmara1701 Rekam jejak Anies yang sesungguhnya https://t.co/EZnXOGZAIS,anies
Survey survey dan massa Anies di setiap daerah sudah membuktikan anies akan menang 1 putaran 62%,anies
"@MinmonPS7 Di awal2 tahun 2020 saya sudah punya pilihan tentang capres 2024 yakni Anies.Begitu di calonkan Nasdem, Demokrat dan PKS siang malam diriku terbuai sama Anies.Begitu terjadi peristiwa  kawin paksa"" ..hatiku hancur berkeping2.Mutiara itu rupanya dah berubah jd batu akik.""",anies
Beliau memakai teori bapak anies...jawablah pertanyaan2 dengan cerita2 indah...biar akrab.,anies
"@M45Broo Bismillah Anies Baswedan presiden, aamiin",anies
